"SD00_FileName","SD01_AnaylsisLab","SD02_LabSwap","SD03_OriginalAnalyst","SD04_AnalysisDateOrig","SD05_NameOfSurvey_WFD","SD06_SampleDate","SD07_EAOldSiteCode","SD08_EAWIMSCode","SD09_InternalSampleID","SD10_AuditAnalyst","SD11_AuditDateBaseRec","SD12_AuditDateRepSub","SD13_Comments","SD14_WaterSampleVol_ml","SD15_SubSampleVol_ml","Tax_Qual","AnalysisType","dens","prop","QA01_TotAbund","QA02_DomTax","QA03_SharedTax","QA04_Final"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. armoured dinoflagellate_20-50","Replicate","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. centric_<20","Baseplate","1308.9970414201184","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. centric_20-50","Original","436.33234714003947","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. chain diatom ribbons","Replicate","436.33234714003947","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. raphiated pennate_<20","Baseplate","436.33234714003947","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. raphiated pennate_<20","Replicate","1527.1632149901382","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Indet. raphiated pennate_20-50","Original","218.16617357001974","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Microflagellates","Original","26588.755112596966","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Microflagellates","Baseplate","49379.116637680083","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Microflagellates","Replicate","64572.690987735499","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Navicula_<20","Baseplate","872.66469428007895","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Navicula_<20","Replicate","218.16617357001974","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Paralia sulcata","Original","872.66469428007895","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Paralia sulcata","Replicate","538.46153846153845","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Prorocentrum micans","Original","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Prorocentrum micans","Baseplate","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Protoperdinium bipes","Original","218.16617357001974","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Protoperdinium bipes","Replicate","654.49852071005921","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Protoperidinium_20-50","Replicate","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Pseudo-nitzschia_<4.9um","Original","11126.474852071007","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Pseudo-nitzschia_<4.9um","Baseplate","14835.299802761343","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Pseudo-nitzschia_<4.9um","Replicate","17235.127712031561","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Scrippsiella/Pentapharsodinium","Original","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Scrippsiella/Pentapharsodinium","Replicate","38.461538461538467","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Skeletonema","Baseplate","872.66469428007895","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Torodinium robustum","Original","218.16617357001974","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Torodinium robustum","Baseplate","654.49852071005921","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25099.xls","CEFAS","No","RB","43712","SW","43595","CAM003P","82518015","25099","JT","43710","43710",NA,"250","26","Torodinium robustum","Replicate","436.33234714003947","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Cerataulina pelagica","Original","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Cerataulina pelagica","Replicate","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Original","16725.242197802199","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Baseplate","21003.792527472531","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Replicate","15169.405714285715","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros Phaeroceros","Replicate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros Hyalochaetae","Original","7779.1824175824177","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros Hyalochaetae","Baseplate","12057.732747252747","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros Hyalochaetae","Replicate","8168.1415384615384","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros cf. socialis colonies_<399um","Baseplate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Chaetoceros cf. socialis colonies_<399um","Replicate","142.85714285714286","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Dactyliosolen fragilissimus","Original","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Dactyliosolen fragilissimus","Baseplate","4278.55032967033","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Dactyliosolen fragilissimus","Replicate","1944.7956043956044","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Eucampia zodiacus","Baseplate","142.85714285714286","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Euglenophyceae indet","Original","7390.2232967032969","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Euglenophyceae indet","Baseplate","11279.814505494505","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Euglenophyceae indet","Replicate","10501.896263736266","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia delicatula","Original","7500","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia delicatula","Baseplate","11142.857142857143","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia delicatula","Replicate","13857.142857142857","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia striata","Original","428.57142857142856","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia striata","Baseplate","428.57142857142856","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Guinardia striata","Replicate","2428.5714285714284","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gymnodinium_<20","Baseplate","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gymnodinium_<20","Replicate","1555.8364835164834","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gyrodinium_20-50","Original","1944.7956043956044","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gyrosigma/Pleurosigma","Original","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gyrosigma/Pleurosigma","Baseplate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Gyrosigma/Pleurosigma","Replicate","142.85714285714286","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. armoured dinoflagellate_<20","Baseplate","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. armoured dinoflagellate_<20","Replicate","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. armoured dinoflagellate_20-50","Original","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. armoured dinoflagellate_20-50","Replicate","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. centric_<20","Original","1166.8773626373627","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. centric_<20","Baseplate","1555.8364835164834","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. centric_<20","Replicate","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. centric_20-50","Original","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. centric_20-50","Baseplate","1166.8773626373627","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. raphiated pennate_<20","Original","8168.1415384615384","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. raphiated pennate_<20","Baseplate","6612.3050549450545","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. raphiated pennate_<20","Replicate","5056.4685714285715","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Indet. raphiated pennate_20-50","Original","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Leptocylindrus cf. danicus","Replicate","1166.8773626373627","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Leptocylindrus cf. minimus","Original","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Leptocylindrus cf. minimus","Baseplate","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Licmophora","Replicate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Lithodesmium undulatum","Original","785.71428571428567","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Lithodesmium undulatum","Baseplate","785.71428571428567","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Lithodesmium undulatum","Replicate","1714.2857142857142","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Mesodinium rubrum","Replicate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Microflagellates","Original","284348.56366789143","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Microflagellates","Baseplate","794029.95137448923","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Microflagellates","Replicate","681363.53935513587","0.016719999999999999","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Navicula_<20","Baseplate","2722.7138461538466","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Navicula_<20","Replicate","2722.7138461538466","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Neocalyptrella robusta","Replicate","71.428571428571431","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Other diatoms","Replicate","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Peridinium quinquecorne","Original","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Peridinium quinquecorne","Baseplate","388.95912087912086","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Peridinium quinquecorne","Replicate","2333.7547252747254","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Prorocentrum_<20","Replicate","777.91824175824172","0.17500000000000002","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Prorocentrum micans","Replicate","142.85714285714286","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Prorocentrum triestinum","Original","388.95912087912086","1","Pass","N/A","Pass","Pass"
"AQC Calculation Sheet_25498 - Box 13.xls","APEM","No","LP","43851","SW","43714","POH005P","50900149","25498","JT","43851","43846",NA,"250","14","Prorocentrum triestinum","Baseplate","388.95912087912086","1","Pass","N/A","Pass","Pass"
