"SD00_FileName","SD01_AnaylsisLab","SD02_LabSwap","SD03_OriginalAnalyst","SD04_AnalysisDateOrig","SD05_NameOfSurvey_WFD","SD06_SampleDate","SD07_EAOldSiteCode","SD08_EAWIMSCode","SD09_InternalSampleID","SD10_AuditAnalyst","SD11_AuditDateBaseRec","SD12_AuditDateRepSub","SD13_Comments","SD14_WaterSampleVol_ml","SD15_SubSampleVol_ml","Tax_Qual","AnalysisType","dens","prop","QA01_TotAbund","QA02_DomTax","QA03_SharedTax","QA04_Final"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Chaetoceros Hyalochaetae","Original","2513.2743195266276","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Chaetoceros Hyalochaetae","Baseplate","9005.8996449704136","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Chaetoceros Hyalochaetae","Replicate","11100.294911242603","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Coscinodiscus_20-50","Original","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Coscinodiscus_20-50","Baseplate","1307.6923076923076","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Coscinodiscus_20-50","Replicate","500","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Coscinodiscus_>50","Replicate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Dactyliosolen fragilissimus","Baseplate","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Diplopsalis group","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Diplopsalis group","Replicate","76.923076923076934","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Euglenophyceae indet","Original","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Euglenophyceae indet","Baseplate","1256.6371597633138","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Guinardia delicatula","Replicate","153.84615384615387","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gymnodinium_<20","Original","1466.0766863905328","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gymnodinium_<20","Baseplate","628.31857988165689","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gymnodinium_<20","Replicate","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrodinium_<20","Original","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrodinium_<20","Baseplate","76.923076923076934","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrodinium_20-50","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrosigma/Pleurosigma","Original","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrosigma/Pleurosigma","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Gyrosigma/Pleurosigma","Replicate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. armoured dinoflagellate_<20","Baseplate","1884.9557396449702","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. armoured dinoflagellate_<20","Replicate","1466.0766863905328","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. armoured dinoflagellate_20-50","Baseplate","38.461538461538467","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. centric_<20","Original","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. centric_20-50","Original","1256.6371597633138","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. centric_20-50","Baseplate","461.53846153846155","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. centric_20-50","Replicate","653.84615384615381","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. chain diatom ribbons","Replicate","2513.2743195266276","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. naked dinoflagellate_<20","Baseplate","3141.5928994082847","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. naked dinoflagellate_<20","Replicate","3769.9114792899404","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. raphiated pennate_<20","Original","1466.0766863905328","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. raphiated pennate_<20","Baseplate","1256.6371597633138","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Indet. raphiated pennate_<20","Replicate","1466.0766863905328","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Karenia mikimotoi","Original","2303.8347928994085","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Karenia mikimotoi","Baseplate","1884.9557396449702","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Karenia mikimotoi","Replicate","6073.7462721893489","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Katodinium","Original","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Katodinium","Baseplate","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Katodinium","Replicate","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Lauderia annulata","Replicate","115.38461538461539","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Licmophora","Replicate","628.31857988165689","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Lithodesmium undulatum","Original","837.7581065088757","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Lithodesmium undulatum","Baseplate","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Microflagellates","Original","120614.93026128144","0.016719999999999999","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Microflagellates","Baseplate","241229.86052256287","0.016719999999999999","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Microflagellates","Replicate","243691.3897115686","0.016719999999999999","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Navicula_<20","Baseplate","628.31857988165689","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Navicula_<20","Replicate","628.31857988165689","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Neocalyptrella robusta","Replicate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Odontella","Original","76.923076923076934","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Odontella","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Odontella","Replicate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Other diatoms","Original","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Other diatoms","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Other dinoflagellates","Original","115.38461538461539","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Other dinoflagellates","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Others others","Baseplate","209.43952662721892","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Others others","Replicate","418.87905325443785","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Paralia sulcata","Original","3769.9114792899404","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Paralia sulcata","Baseplate","4607.669585798817","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Paralia sulcata","Replicate","2303.8347928994085","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Prorocentrum_20-50","Baseplate","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Prorocentrum micans","Original","115.38461538461539","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Prorocentrum micans","Baseplate","76.923076923076934","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Prorocentrum triestinum","Replicate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Protoperidinium_20-50","Original","209.43952662721892","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Pseudo-nitzschia_<4.9um","Baseplate","1466.0766863905328","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Pseudo-nitzschia_<4.9um","Replicate","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Pseudo-nitzschia_>5um","Replicate","209.43952662721892","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Rhizosolenia imbricata","Original","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Rhizosolenia imbricata","Baseplate","38.461538461538467","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Scrippsiella/Pentapharsodinium","Original","837.7581065088757","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Scrippsiella/Pentapharsodinium","Baseplate","115.38461538461539","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Scrippsiella/Pentapharsodinium","Replicate","1256.6371597633138","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Skeletonema","Original","1884.9557396449702","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Skeletonema","Baseplate","2303.8347928994085","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Skeletonema","Replicate","2932.1533727810656","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Thalassionema nitzschioides","Baseplate","76.923076923076934","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Thalassiosira_10-50","Original","1675.5162130177514","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Thalassiosira_10-50","Baseplate","837.7581065088757","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Thalassiosira_10-50","Replicate","418.87905325443785","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Trigonium alternans","Baseplate","269.23076923076923","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25585 ILAQC.xls","APEM","Yes","LP","43840","SW","43750","DRH003P","50024580","25585","JT","43840","43843",NA,"250","26","Trigonium alternans","Replicate","76.923076923076934","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Original","1166.8773626373627","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Baseplate","1555.8364835164834","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Ceratoneis/Nitzschia closterium/longissima","Replicate","388.95912087912086","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Chaetoceros Hyalochaetae","Replicate","1166.8773626373627","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Cyanobacteria indet","Original","388.95912087912086","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Cyanobacteria indet","Baseplate","71.428571428571431","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Desmid indet","Original","285.71428571428572","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Desmid indet","Baseplate","214.28571428571428","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Desmid indet","Replicate","71.428571428571431","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Euglenophyceae indet","Original","71.428571428571431","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Euglenophyceae indet","Baseplate","357.14285714285717","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Gonyaulax_20-50","Replicate","71.428571428571431","0.17500000000000002","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Gyrosigma/Pleurosigma","Original","71.428571428571431","1","Pass","Pass","Pass","Pass"
"AQC Calculation Sheet_25963 ILAQC.xls","APEM","Yes","LP","43839","SW","43742","CRT001P","81920129","25963","JT","43839","43839",NA,"250","14","Gyrosigma/Pleurosigma","Baseplate","357.14285714285717","1","Pass","Pass","Pass","Pass"
